op_code,work_center,description,est_hours,section,notes,job_no
.380,PRE FAB,Build mixer bridge,65.0,,,003-25
.450,PRE FAB,Build bottom head/cone,5.0,,MAKE FLAT BOTTOM,003-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,003-25
.600,FIT,Fit bottom head to shell,7.0,,AND WELD INSIDE & OUTSIDE,003-25
.615,FIT,Install rim angle - tack only,9.0,,INSTALL TOP RING & WELD COMPLETE,003-25
.616,FIT,Weld rim angle complete,8.0,,FIT & WELD (12) TOP RING GUSSETS,003-25
.620,FIT,"Lay out shell, burn and clean holes",1.0,,CLEAN UP HOLES CUT ON BURN TABLE,003-25
.625,FIT,Install baffles and weld,8.0,,INSTALL (6) BAFFLES,003-25
.630,FIT,"Install internals - wear plates, rings, clips, etc.",20.0,,INSTALL DIVIDER PLATE ASSEMBLY & WELD,003-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,003-25
.645,FIT,Weld all outside seams,5.0,,,003-25
.800,MOVE TANK,Move tank to detail rolls,1.0,,,003-25
.717,FIT,Install lift lugs on shell,3.0,,INCL REPADS,003-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,FIT & WELD (6) ANCHOR CHAIRS,003-25
.725,FIT,Set nozzles in shell - tack,8.0,,INCL OVERFLOW BOX,003-25
.726,FIT,"Weld shell nozzles, manways, etc.",15.0,,INCL OVERFLOW BOX,003-25
.730,FIT,Add repads and weld,6.0,,(6) SHELL REPADS FORSQ. TUBES ***WATCH HEAT***,003-25
.745,FIT,Install mixer bridge,20.0,,TEST FIT AGITATOR BRIDGE AND TOP COVERS,003-25
.765,FINISHING,Install name tag,1.0,,,003-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,003-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,003-25
.801,MOVE TANK,Move to shop test area,1.0,,,003-25
.910,FINISHING,Test tank,12.0,,,003-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,003-25
.920,FINISHING,Clean tank complete,30.0,,,003-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,003-25
.802,MOVE TANK,Move to paint area,2.0,,,003-25
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,,,003-25
.QC90,INSPECTION,QC Inspection - Paint,0.0,,,003-25
.940,FINISHING,Prepare tank for shipment,2.0,,,003-25
.950,FINISHING,Check bill of materials and pack loose parts,2.0,,,003-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,003-25
.960,SHIPPING,Load on truck,4.0,,,003-25
.BLUNGER TANK #4,,,0.0,,,004-25
.010,PRE FAB,Receive Material,0.0,,,004-25
.QC1,INSPECTION,UT top and bottom heads,0.0,,,004-25
.100,PRE FAB,Cut nozzle pipe and clean,1.0,,,004-25
.105,PRE FAB,Build nozzles and weld,1.0,,,004-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",2.0,,,004-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING) - Clean and Bevel,2.0,,,004-25
.125,PRE FAB,Roll manway neck,2.0,,,004-25
.130,PRE FAB,Set up and weld manway flange and neck seam,4.0,,,004-25
.135,PRE FAB,Build davit arm assembly and cover,4.0,,,004-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",30.0,,,004-25
.156,PRE FAB,,15.0,,,004-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",6.0,,BUILD (6) ANCHOR CHAIRS. TACK ONLY,004-25
.170,PRE FAB,Roll repads: drill and tap,1.0,,FOR LIFT LUGS,004-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,004-25
.215,PRE FAB,Burn and clean baffles (CHECK BEFORE BURNING),15.0,,BUILD DIVIDER PLATE ASSEMBLY,004-25
.220,PRE FAB,Form baffles,2.0,,FORM (4) BAFFLES,004-25
.225,PRE FAB,Cut and make baffle supports,4.0,,MAKE (8) BAFFLE SUPPORTS,004-25
.230,PRE FAB,Build baffles and weld,3.0,,BUILD (4) BAFFLES,004-25
.245,PRE FAB,Cut parts for mixer bridge,16.0,,CUT TUBES & ANGLES FOR AGITATION BRIDGE,004-25
.252,PRE FAB,Fabricate miscellaneous parts,5.0,,MAKE (5) SHELL SQUARE TUBE ASSEMBLIES,004-25
.255,PRE FAB,Drill/punch holes,3.0,,DRILL THRU HOLES IN TUBES & BRACES,004-25
.261,PRE FAB,"Miscellaneous Fabrication - Braces, Mounting Plates, Cone Outlet Necks",10.0,,MAKE OVERFLOW BOX ASSEMBLY,004-25
.QC3,INSPECTION,UT Shells,0.0,,,004-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",3.0,,SET UP (1) DOUBLE SHELL,004-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",5.0,,ROLL & WELD (1) DOUBLE SHELL,004-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,004-25
.380,PRE FAB,Build mixer bridge,65.0,,,004-25
.450,PRE FAB,Build bottom head/cone,5.0,,MAKE FLAT BOTTOM,004-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,004-25
.600,FIT,Fit bottom head to shell,7.0,,AND WELD INSIDE & OUTSIDE,004-25
.615,FIT,Install rim angle - tack only,9.0,,INSTALL TOP RING & WELD COMPLETE,004-25
.616,FIT,Weld rim angle complete,8.0,,FIT & WELD (10) TOP RING GUSSETS,004-25
.620,FIT,"Lay out shell, burn and clean holes",1.0,,CLEAN UP HOLES CUT ON BURN TABLE,004-25
.625,FIT,Install baffles and weld,6.0,,INSTALL (4) BAFFLES,004-25
.630,FIT,"Install internals - wear plates, rings, clips, etc.",20.0,,INSTALL DIVIDER PLATE ASSEMBLY & WELD,004-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,004-25
.645,FIT,Weld all outside seams,5.0,,,004-25
.800,MOVE TANK,Move tank to detail rolls,1.0,,,004-25
.717,FIT,Install lift lugs on shell,3.0,,INCL REPADS,004-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,FIT & WELD (6) ANCHOR CHAIRS,004-25
.725,FIT,Set nozzles in shell - tack,8.0,,INCL OVERFLOW BOX,004-25
.726,FIT,"Weld shell nozzles, manways, etc.",15.0,,INCL OVERFLOW BOX,004-25
.730,FIT,Add repads and weld,6.0,,(6) SHELL REPADS FORSQ. TUBES ***WATCH HEAT***,004-25
.745,FIT,Install mixer bridge,20.0,,TEST FIT AGITATOR BRIDGE AND TOP COVERS,004-25
.765,FINISHING,Install name tag,1.0,,,004-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,004-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,004-25
.801,MOVE TANK,Move to shop test area,1.0,,,004-25
.910,FINISHING,Test tank,12.0,,,004-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,004-25
.920,FINISHING,Clean tank complete,30.0,,,004-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,004-25
.802,MOVE TANK,Move to paint area,2.0,,,004-25
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,,,004-25
.QC90,INSPECTION,QC Inspection - Paint,0.0,,,004-25
.940,FINISHING,Prepare tank for shipment,2.0,,,004-25
.950,FINISHING,Check bill of materials and pack loose parts,2.0,,,004-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,004-25
.960,SHIPPING,Load on truck,4.0,,,004-25
.P-50 REPLACEMENT,,,0.0,,,005-25
.010,PRE FAB,Receive Material,0.0,,,005-25
.QC1,INSPECTION,UT top and bottom heads,0.0,,,005-25
.100,PRE FAB,Cut nozzle pipe and clean,7.0,,,005-25
.105,PRE FAB,Build nozzles and weld,10.0,,,005-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",2.0,,,005-25
.110,PRE FAB,Build dip tubes and weld,4.0,,A1 & A3,005-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,,005-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING) - Clean and Bevel,1.0,,,005-25
.125,PRE FAB,Roll manway neck,1.0,,,005-25
.130,PRE FAB,Set up and weld manway flange and neck seam,2.0,,,005-25
.135,PRE FAB,Build davit arm assembly and cover,2.0,,,005-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",18.0,,,005-25
.156,PRE FAB,,7.0,,,005-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",6.0,,MAKE (4) TOP COUPLING SUPPORTS & (4) BASE PLATES,005-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,005-25
.225,PRE FAB,Cut and make baffle supports,3.0,,MAKE (6) BAFFLE SUPPORTS,005-25
.230,PRE FAB,Build baffles and weld,4.0,,MAKE (2) BAFFLES,005-25
.300,PRE FAB,Wrap top and bottom heads,1.0,,,005-25
.QC3,INSPECTION,UT Shells,0.0,,,005-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",5.0,,MAKE (1) DOUBLE SHELL,005-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,ROLL (1) DOUBLE SHELL; WELD O/S SEAM W/COBOT,005-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,005-25
.355,PRE FAB,"Lay out top head, burn and clean holes",2.0,,ON BURN TABLE,005-25
.360,PRE FAB,Bevel top head,5.0,,PREP NOZZLE OPENINGS FOR FULL PEN WELDS,005-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",7.0,,INCL (2) LIFT LUGS,005-25
.366,PRE FAB,"Weld out top head nozzles, etc.",18.0,,"MAKE FULL PEN WELDS IN 5/8"" HEAD (INCL 2 LIFT LUGS)",005-25
.370,PRE FAB,Install and weld out repads - top head,5.0,,,005-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,005-25
.455,PRE FAB,"Lay out bottom head, burn and clean holes",1.0,,ON BURN TABLE,005-25
.460,PRE FAB,Bevel bottom head,1.0,,PREP NOZZLE OPENING FOR FULL PEN WELD,005-25
.465,PRE FAB,Set  nozzles in bottom head - tack,3.0,,INCLUDE (4) COUPLING SUPPORTS,005-25
.466,PRE FAB,Weld nozzles in bottom head; weld complete,4.0,,INCL (4) COUPLING SUPPORTS,005-25
.OI1,INSPECTION,ASME Hold Point,0.0,,,005-25
.600,FIT,Fit bottom head to shell,3.0,,,005-25
.610,FIT,Weld inside round seams,3.0,,,005-25
.625,FIT,Install baffles and weld,3.0,,,005-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,005-25
.640,FIT,Fit top head to shell - tack,3.0,,,005-25
.641,FIT,Weld top head to shell - inside,6.0,,INCL HOLE WATCH,005-25
.645,FIT,Weld all outside seams,10.0,,,005-25
.800,MOVE TANK,Move tank to detail rolls,1.0,,,005-25
.715,FIT,Install insulation/vacuum rings - tack,12.0,,,005-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",2.0,,CHECK FOR LEVEL & PLUMB,005-25
.765,FINISHING,Install name tag,1.0,,,005-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,005-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,005-25
.OI2,INSPECTION,ASME Inspection Internal,0.0,,,005-25
.801,MOVE TANK,Move to shop test area,1.0,,,005-25
.910,FINISHING,Test tank,10.0,,,005-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,005-25
.OI3,INSPECTION,ASME Inspection Test,0.0,,,005-25
.920,FINISHING,Clean tank complete,16.0,,,005-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,005-25
.940,FINISHING,Prepare tank for shipment,1.0,,,005-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,,005-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,005-25
.960,SHIPPING,Load on truck,3.0,,,005-25
.160-TK-16001,,,0.0,,,007-25
.100,PRE FAB,Cut nozzle pipe and clean,8.0,,,007-25
.105,PRE FAB,Build nozzles and weld,16.0,,PLUS EXTRA LENGTH FOR B2,007-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",6.0,,,007-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X3,007-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING) - Clean and Bevel,1.0,,,007-25
.125,PRE FAB,Roll manway neck,2.0,,FOR B1,007-25
.130,PRE FAB,Set up and weld manway flange and neck seam,2.0,,FOR B1,007-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,007-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,007-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",25.0,,,007-25
.156,PRE FAB,,15.0,,,007-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,007-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,007-25
.205,PRE FAB,Roll rim angle,3.0,,,007-25
.272,PRE FAB,Cut/Build parts for handrail,6.0,,,007-25
.275,PRE FAB,Roll handrail pipe,3.0,,,007-25
.280,PRE FAB,Roll handrail toe plate,2.0,,,007-25
.282,PRE FAB,Build handrail - weld out,22.0,,,007-25
.QC2,INSPECTION,QC Inspection - Components prior to shipping to Subcontractor,0.0,,,007-25
.QC3,INSPECTION,UT Shells,0.0,,,007-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",12.0,,PREP (1) DOUBLE SHELL & (1) SINGLE SHELL,007-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",6.0,,ROLL (1) DOUBLE SHELL & (1) SINGLE SHELL; WELD L/S W/COBOT,007-25
.350,PRE FAB,Build top head/cone,10.0,,,007-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,007-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,007-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",4.0,,,007-25
.366,PRE FAB,"Weld out top head nozzles, etc.",8.0,,,007-25
.370,PRE FAB,Install and weld out repads - top head,10.0,,,007-25
.450,PRE FAB,Build bottom head/cone,18.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,007-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,007-25
.475,PRE FAB,Install bottom stiffeners,20.0,,,007-25
.600,FIT,Fit bottom head to shell,25.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,007-25
.605,FIT,Tack shell courses together,3.0,,,007-25
.610,FIT,Weld inside round seams,3.0,,,007-25
.615,FIT,Install rim angle - tack only,4.0,,,007-25
.616,FIT,Weld rim angle complete,4.0,,,007-25
.620,FIT,"Lay out shell, burn and clean holes",1.0,,ON BURN TABLE,007-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,007-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,007-25
.645,FIT,Weld all outside seams,4.0,,,007-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,007-25
.717,FIT,Install lift lugs on shell,2.0,,,007-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,007-25
.725,FIT,Set nozzles in shell - tack,14.0,,,007-25
.726,FIT,"Weld shell nozzles, manways, etc.",18.0,,**SEE SAMMY BEFORE WELDING MANWAY**,007-25
.730,FIT,Add repads and weld,16.0,,FOR MANWAY AND MIXER STIFFENERS,007-25
.735,FIT,Install dip pipe supports,2.0,,,007-25
.750,FIT,Fit handrail - install and weld clips,5.0,,,007-25
.765,FINISHING,Install name tag,1.0,,,007-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,007-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,007-25
.801,MOVE TANK,Move to shop test area,2.0,,,007-25
.910,FINISHING,Test tank,10.0,,,007-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,007-25
.920,FINISHING,Clean tank complete,28.0,,,007-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,007-25
.940,FINISHING,Prepare tank for shipment,2.0,,,007-25
.950,FINISHING,Check bill of materials and pack loose parts,2.0,,,007-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,007-25
.960,SHIPPING,Load on truck,5.0,,,007-25
.970,SHIPPING,Take parts to galvanizers,3.0,,,007-25
.972,SHIPPING,Pick up parts from galvanizers,3.0,,,007-25
.160-TK-22006,,,0.0,,,008-25
.100,PRE FAB,Cut nozzle pipe and clean,6.0,,,008-25
.105,PRE FAB,Build nozzles and weld,12.0,,,008-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",6.0,,,008-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,008-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,008-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,008-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",20.0,,,008-25
.156,PRE FAB,,9.0,,,008-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,008-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,008-25
.205,PRE FAB,Roll rim angle,3.0,,,008-25
.QC3,INSPECTION,UT Shells,0.0,,,008-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",8.0,,PREP (1) DOUBLE SHELL,008-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,ROLL (1) DOUBLE SHELL; WELD L/S W COBOT,008-25
.350,PRE FAB,Build top head/cone,10.0,,,008-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,008-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,008-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",4.0,,,008-25
.366,PRE FAB,"Weld out top head nozzles, etc.",7.0,,INCL LIFT LUG,008-25
.370,PRE FAB,Install and weld out repads - top head,6.0,,,008-25
.450,PRE FAB,Build bottom head/cone,16.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,008-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,008-25
.475,PRE FAB,Install bottom stiffeners,12.0,,,008-25
.600,FIT,Fit bottom head to shell,22.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,008-25
.615,FIT,Install rim angle - tack only,4.0,,,008-25
.616,FIT,Weld rim angle complete,4.0,,,008-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,008-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,008-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,008-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,008-25
.717,FIT,Install lift lugs on shell,2.0,,,008-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,008-25
.725,FIT,Set nozzles in shell - tack,8.0,,,008-25
.726,FIT,"Weld shell nozzles, manways, etc.",14.0,,**SEE SAMMY BEFORE WELDING MANWAY**,008-25
.730,FIT,Add repads and weld,4.0,,,008-25
.765,FINISHING,Install name tag,1.0,,,008-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,008-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,008-25
.801,MOVE TANK,Move to shop test area,2.0,,,008-25
.910,FINISHING,Test tank,10.0,,,008-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,008-25
.920,FINISHING,Clean tank complete,20.0,,,008-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,008-25
.940,FINISHING,Prepare tank for shipment,2.0,,,008-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,,008-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,008-25
.960,SHIPPING,Load on truck,3.0,,,008-25
.220-TK-22001,,,0.0,,,009-25
.100,PRE FAB,Cut nozzle pipe and clean,7.0,,,009-25
.105,PRE FAB,Build nozzles and weld,18.0,,INCL EXTRA LENGTH FOR B1 & B2,009-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",9.0,,,009-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,009-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,009-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,009-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",20.0,,,009-25
.156,PRE FAB,,9.0,,,009-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,009-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,009-25
.205,PRE FAB,Roll rim angle,3.0,,,009-25
.QC3,INSPECTION,UT Shells,0.0,,,009-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",8.0,,PREP (1) DOUBLE SHELL,009-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,ROLL (1) DOUBLE SHELL; WELD L/S W COBOT,009-25
.350,PRE FAB,Build top head/cone,10.0,,,009-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,009-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,009-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",6.0,,,009-25
.366,PRE FAB,"Weld out top head nozzles, etc.",9.0,,INCL LIFT LUG,009-25
.370,PRE FAB,Install and weld out repads - top head,7.0,,,009-25
.450,PRE FAB,Build bottom head/cone,20.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,009-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,009-25
.475,PRE FAB,Install bottom stiffeners,12.0,,,009-25
.600,FIT,Fit bottom head to shell,25.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,009-25
.615,FIT,Install rim angle - tack only,4.0,,,009-25
.616,FIT,Weld rim angle complete,4.0,,,009-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,009-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,009-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,009-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,009-25
.717,FIT,Install lift lugs on shell,2.0,,,009-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,009-25
.725,FIT,Set nozzles in shell - tack,10.0,,,009-25
.726,FIT,"Weld shell nozzles, manways, etc.",22.0,,**SEE SAMMY BEFORE WELDING MANWAY**,009-25
.730,FIT,Add repads and weld,16.0,,FOR MANWAY AND MIXER STIFFENERS,009-25
.735,FIT,Install dip pipe supports,2.0,,,009-25
.765,FINISHING,Install name tag,1.0,,,009-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,009-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,009-25
.801,MOVE TANK,Move to shop test area,2.0,,,009-25
.910,FINISHING,Test tank,12.0,,,009-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,009-25
.920,FINISHING,Clean tank complete,22.0,,,009-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,009-25
.940,FINISHING,Prepare tank for shipment,2.0,,,009-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,(4) SHIM PLATES,009-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,009-25
.960,SHIPPING,Load on truck,3.0,,,009-25
.220-TK-22112,,,0.0,,,010-25
.100,PRE FAB,Cut nozzle pipe and clean,2.0,,,010-25
.105,PRE FAB,Build nozzles and weld,2.0,,MAKE NOZZLE S2,010-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",9.0,,,010-25
.156,PRE FAB,,4.0,,,010-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,010-25
.205,PRE FAB,Roll rim angle,3.0,,,010-25
.252,PRE FAB,Fabricate miscellaneous parts,7.0,,(1) LOWER & (2) UPPER CABINET HOLDERS,010-25
.QC3,INSPECTION,UT Shells,0.0,,,010-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",2.0,,,010-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,WELD OUTSIDE SEAM WITH COBOT,010-25
.350,PRE FAB,Build top head/cone,1.0,,CUT ON CNC TABLE,010-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,010-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,CUT ON CNC TABLE,010-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",3.0,,,010-25
.366,PRE FAB,"Weld out top head nozzles, etc.",5.0,,,010-25
.375,PRE FAB,Install top stiffeners,2.0,,FIT & WELD TOPE (3) TOP STIFFENERS,010-25
.450,PRE FAB,Build bottom head/cone,1.0,,CUT ON CNC TABLE,010-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,010-25
.475,PRE FAB,Install bottom stiffeners,2.0,,,010-25
.600,FIT,Fit bottom head to shell,10.0,,FIT SLOPED BOTTOM & WELD; FIT & WELD FLAT BOTTOM,010-25
.615,FIT,Install rim angle - tack only,2.0,,,010-25
.616,FIT,Weld rim angle complete,3.0,,,010-25
.620,FIT,"Lay out shell, burn and clean holes",1.0,,CLEAN UP HOLES CUT ON CNC TABLE,010-25
.630,FIT,"Install internals - wear plates, rings, clips, etc.",4.0,,INSTALL NOZZLE S3,010-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,010-25
.640,FIT,Fit top head to shell - tack,3.0,,AND WELD TO RIM ANGLE,010-25
.800,MOVE TANK,Move tank to detail rolls,1.0,,,010-25
.717,FIT,Install lift lugs on shell,3.0,,INCL REPADS & (1) GROUND LUG,010-25
.725,FIT,Set nozzles in shell - tack,4.0,,,010-25
.726,FIT,"Weld shell nozzles, manways, etc.",10.0,,INCL HOLE WATCH,010-25
.735,FIT,Install dip pipe supports,5.0,,FIT & WELD (3) CABINET SUPPORT HOLDERS,010-25
.765,FINISHING,Install name tag,1.0,,,010-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,010-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,010-25
.801,MOVE TANK,Move to shop test area,1.0,,,010-25
.910,FINISHING,Test tank,5.0,,,010-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,010-25
.920,FINISHING,Clean tank complete,8.0,,,010-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,010-25
.940,FINISHING,Prepare tank for shipment,2.0,,,010-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,,010-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,010-25
.960,SHIPPING,Load on truck,1.0,,,010-25
.230-TK-23001,,,0.0,,,011-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",10.0,,,011-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,011-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,011-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,011-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",20.0,,,011-25
.156,PRE FAB,Clean and prep parts,9.0,,,011-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,011-25
